,mean_exp,exp_both,exp_U
332,0.0992381207824783,286,541
333,0.085840986762155,288,537
334,0.0851638346705528,258,543
335,0.0845163359529282,278,542
336,0.0961131690687679,296,536
337,0.0863882585678184,273,536
338,0.0966801824591337,291,537
339,0.0854491782556689,274,549
340,0.0922031416404109,273,537
341,0.0984468057581302,273,538
342,0.0785256427685723,272,539
343,0.0844211330954473,267,532
344,0.076277246323999,269,538
345,0.1014588470696333,292,537
346,0.0991089423982547,272,529
347,0.1009546738302336,295,533
348,0.0555203504670943,254,542
349,0.0817753595542012,285,539
350,0.0886323550218538,273,537
351,0.0921808156093982,283,545
352,0.0817231551251123,272,545
353,0.1172153315400249,308,544
354,0.086588652711295,283,539
355,0.1026274747950753,311,537
356,0.0792179164125443,284,545
357,0.0917660869330331,264,549
358,0.0948919369802414,284,539
359,0.0887166287844911,298,540
360,0.0844087307801641,283,548
361,0.1099086013156705,299,537
362,0.0883055280562388,282,536
363,0.0905085276412485,277,538
364,0.0881179359908204,266,538
365,0.0920064640030432,274,538
366,0.1029173152342962,295,550
367,0.0984534290287868,282,546
368,0.0867876514097584,281,543
369,0.0733321120155951,242,544
370,0.0885674009246697,290,535
371,0.0993278500809433,272,543
372,0.0772999037686524,294,537
373,0.0920366679235369,278,545
374,0.0885236546975719,298,547
375,0.0897653892151292,288,544
376,0.1005587766746693,273,538
377,0.097359575691477,275,533
378,0.0813016802643546,287,544
379,0.083799284307567,263,528
380,0.0994016019530915,277,539
381,0.1010909727520926,296,535
382,0.1042990620160736,280,548
383,0.0955284696012787,277,543
384,0.0869474908855416,276,540
385,0.0829047781339178,269,543
386,0.0811504699133819,271,547
387,0.0978592386026005,276,537
388,0.1001211042526273,285,552
389,0.0865665642916766,254,532
390,0.0989057628758383,288,541
391,0.0926494020676497,276,547
392,0.0823220875019085,266,546
393,0.0884192979367572,266,531
394,0.0760736554468786,262,529
395,0.1009501949504376,276,542
396,0.0849325986184705,278,539
397,0.0964244740246803,301,541
398,0.0966087260398378,277,532
399,0.0808187985773621,264,540
400,0.0794188105107819,260,549
401,0.0822791517792133,277,545
402,0.0901871445621409,282,538
403,0.0918072005782023,276,540
404,0.0984706183899216,280,526
405,0.0924538296952792,278,547
406,0.0946901760702337,274,537
407,0.0942734325551626,271,533
408,0.1030580353904385,281,545
409,0.0901694011865776,270,539
410,0.0839828100955337,276,532
411,0.0781909197542406,296,546
412,0.0923777248828902,288,542
413,0.0913693896751419,271,534
414,0.0815602730929565,259,540
415,0.0961340114348135,258,536
416,0.0914718102096031,279,545
417,0.0793008523713552,253,534
418,0.094858720426221,290,550
419,0.0862751743847161,298,540
420,0.0693003148051359,263,543
421,0.0920459781966351,280,544
422,0.0909721517399238,289,545
423,0.0847344270097547,275,535
424,0.0814290866611736,267,541
425,0.0746685450182174,277,539
426,0.1072823965103131,275,540
427,0.0904490150133534,287,551
428,0.0717238004184523,271,549
429,0.0815866717408913,268,541
430,0.078486357390499,304,538
431,0.0938710284879756,286,544
432,0.0781242774625964,289,542
433,0.0767840285034888,268,546
434,0.0816487724230468,262,546
435,0.0943786508157769,254,534
436,0.0892729439395859,265,536
437,0.0799540291385337,251,533
438,0.0920735392568198,273,546
439,0.0736919075309921,276,534
440,0.0923094568461655,269,532
441,0.0923052870100185,285,543
442,0.0944318374482486,295,535
443,0.0852056154477036,271,548
444,0.0826987372124665,281,543
445,0.0761756200351334,276,547
446,0.0934326297949503,277,547
447,0.0865734929940879,283,542
448,0.079564372555761,288,543
449,0.1005550955275204,290,546
450,0.0835897742387715,268,536
451,0.0860931583271968,297,546
452,0.0918295169508984,299,546
453,0.0936169812312537,278,532
454,0.0746981742850125,274,539
455,0.0933724741696305,288,541
456,0.0971282168676486,287,554
457,0.0798773167003321,271,545
458,0.0737697261262921,270,540
459,0.0798522928266225,271,544
460,0.0916364953351842,264,534
461,0.0894224942584129,284,539
462,0.0967356272948514,275,541
463,0.0988623284809068,266,542
464,0.0957758229048941,248,544
465,0.0916103549476045,300,545
466,0.0940984910775395,292,547
467,0.0787536315650152,268,540
468,0.0911374561610577,267,538
469,0.0987179490646208,278,545
470,0.0835531263060118,288,546
471,0.080045579982932,271,540
472,0.0989061056760023,277,542
473,0.0893974659687452,293,541
474,0.082884264780465,268,540
475,0.0860295747923362,278,534
476,0.0901447181877253,291,540
477,0.0731443193945756,273,531
478,0.0924422598769671,289,543
479,0.0784500397675388,259,533
480,0.0868048253517601,286,533
481,0.0922573326482225,291,533
482,0.0859757814807681,287,541
483,0.0761295595703119,280,538
484,0.097773136204796,289,538
485,0.0916420110126171,277,545
486,0.0949658932726861,278,538
487,0.0863407965311207,282,542
488,0.1058655468172053,282,554
489,0.1090734212962312,302,542
490,0.0785304405235853,269,538
491,0.0889224289313861,280,554
492,0.0809742633277242,263,542
493,0.0942994460137106,281,534
494,0.0930689833913666,287,535
495,0.0890580957987138,285,543
496,0.0905162548536933,281,533
497,0.0920326040940315,261,534
498,0.0923637139363846,289,544
499,0.0926918397578437,266,534
500,0.0843700564731309,269,530
501,0.1109064487796863,312,544
502,0.089044994577942,276,540
503,0.0881141786779952,248,540
504,0.1015780612671338,289,546
505,0.0985279874195177,256,536
506,0.0825192676218406,264,538
507,0.0993506947550391,291,546
508,0.1007442465562468,303,537
509,0.1005377821500317,290,543
510,0.1098757495845166,309,539
511,0.0957894056191229,267,540
512,0.0910888099556553,277,546
513,0.0831630441797254,262,542
514,0.1001140931356426,285,536
515,0.0940772561675347,280,540
516,0.0888037605863132,294,548
517,0.087150318851353,278,543
518,0.0922112298662623,296,544
519,0.0907271781872037,300,550
520,0.0829186828268741,276,542
521,0.0797319394988708,279,540
522,0.0971493663692822,287,539
523,0.0845878885379036,269,524
524,0.0942393120669664,296,532
525,0.086792187968051,270,545
526,0.1037063480054333,270,538
527,0.0911000230520223,279,542
528,0.076188966382294,253,531
529,0.0904166082841811,273,536
530,0.0961218388868725,277,540
531,0.0916964753243366,290,539
532,0.101526201035006,289,543
533,0.0934193977986013,290,546
534,0.0988809618750892,313,547
535,0.0745917912406161,280,537
536,0.0874808155442945,288,544
537,0.1037031467613549,280,545
538,0.1061179118727826,287,540
539,0.0999092792657473,295,552
540,0.0961650788318921,270,535
541,0.0876603122434124,282,538
542,0.082036974091635,281,535
543,0.0910692199854911,297,552
544,0.0905990167142851,286,544
545,0.0890254119826002,278,542
546,0.0926028308027026,267,543
547,0.0809465919051925,277,544
548,0.0826595866355663,284,536
549,0.091118173617718,283,537
550,0.0917597033913871,293,536
551,0.0692247838327967,287,541
552,0.0991942245968394,270,544
553,0.0881250717841952,270,539
554,0.1035819834836705,297,538
555,0.0879663225734729,290,537
556,0.0863613076862026,281,550
557,0.0849740877282862,268,544
558,0.1021116380116808,280,542
559,0.0827039556551048,268,544
560,0.084476092301665,299,542
561,0.0786649255692957,271,548
562,0.0966433067946912,277,540
563,0.0885994810541728,268,546
564,0.0935525340675655,270,534
565,0.0829270958308097,280,535
566,0.0888409096865087,295,544
567,0.0909621739573679,309,542
568,0.0994006416460855,290,536
569,0.085906307314199,283,537
570,0.0842656175081515,255,533
571,0.0746359122160712,264,542
572,0.0781906898549529,250,537
573,0.0907713715879597,284,537
574,0.0946241450804695,273,535
575,0.0832410501645775,286,538
576,0.103407460096519,292,543
577,0.0908311134256324,289,542
578,0.106691033898323,278,534
579,0.0875604043570416,280,544
580,0.088529403890974,270,538
581,0.0833009636873474,266,541
582,0.0895577778985872,281,540
583,0.0964215867201485,261,536
584,0.1014495148864995,282,542
585,0.0770484026962102,274,541
586,0.0851009958654292,267,532
587,0.1009255702336994,285,535
588,0.0933595093333761,290,537
589,0.0993631773114243,280,539
590,0.0904770410039311,281,541
591,0.0761956323901968,275,540
592,0.0882172259844862,271,548
593,0.0859747279627668,264,540
594,0.1007856654402321,269,542
595,0.0947659632648575,279,539
596,0.0801765116079981,278,542
597,0.0920360849483216,291,542
598,0.0992773326917752,264,539
599,0.0936642757046096,287,540
600,0.0963399122312293,286,536
601,0.0819748735572826,264,537
602,0.0955070319345833,292,537
603,0.0772618538055518,280,545
604,0.0940346189834639,286,533
605,0.1006632927046064,280,541
606,0.0940729091150902,267,542
607,0.0817104849788694,261,534
608,0.087398277504568,261,541
609,0.0974913842440973,279,544
610,0.101226717440068,282,537
611,0.1003584605325681,289,540
612,0.0910667469365994,283,544
613,0.0865460375401105,274,545
614,0.0962404013383596,290,538
615,0.0882119968667932,285,537
616,0.0883300435317182,298,551
617,0.0878148352518947,280,551
618,0.096957647774304,296,537
619,0.0971964568567894,278,544
620,0.0816503411514641,281,550
621,0.1006390522019323,312,545
622,0.0804104886098741,274,543
623,0.1019518385920616,284,545
624,0.0949170960225244,278,547
625,0.0920165391920854,277,539
626,0.0815749996430192,250,534
627,0.077110266153933,267,542
628,0.0847683581734421,279,545
629,0.0692073129558872,272,533
630,0.0981879179326158,290,539
631,0.0852650276556937,294,544
632,0.0895719897356393,271,536
633,0.0829768318373311,280,545
634,0.0993565225681484,281,540
635,0.0790379998966642,274,539
636,0.0898058882765438,280,530
637,0.0869239346409838,272,538
638,0.07654200758849,262,535
639,0.0843192201189993,297,538
640,0.1170421122242173,286,535
641,0.0896345958622346,288,541
642,0.0808005237595909,260,534
643,0.0741211891894555,257,545
644,0.1008250984023059,260,539
645,0.0968626126951282,279,534
646,0.0981639647608078,279,544
647,0.0868174811599764,285,531
648,0.0744519025741428,282,533
649,0.0817303152347765,274,533
650,0.0866740886124554,290,539
651,0.1014049394252457,272,534
652,0.0770462475164371,261,540
653,0.0854340550290848,273,539
654,0.0903785746675721,270,537
655,0.0757056287859864,257,538
656,0.0893187655269596,291,539
657,0.08770296038246,273,538
658,0.10327302450475,286,541
659,0.0852144461741279,273,542
660,0.0971164922619151,298,536
661,0.1050372580513931,307,541
662,0.0875158186262962,289,540
663,0.0980301337857994,303,535
664,0.0828007384998555,288,546
665,0.1026551612771235,278,538
666,0.0961981833544696,294,547
667,0.0885109537073299,289,537
668,0.0693456827990115,278,539
669,0.0934613982021786,287,542
670,0.0846369773637463,266,542
671,0.0820740103634316,285,548
672,0.0718686120409263,284,544
673,0.0903856790221935,288,531
674,0.1039639523515145,303,535
675,0.0891924182340457,289,539
676,0.0875005133125851,273,543
677,0.0831047768145801,282,542
678,0.0946124380063876,275,536
679,0.0976548367146957,298,539
680,0.0861720791906895,268,535
681,0.0773407941780795,268,542
682,0.0820652345885076,283,546
683,0.1016509106979177,279,541
684,0.0944580826442366,282,543
685,0.0956004816912046,281,537
686,0.1044942329021059,309,548
687,0.0900043360868054,282,536
688,0.0965541592476821,269,537
689,0.0696093323415514,273,538
690,0.0957745244461959,299,542
691,0.0865009610569343,282,529
692,0.0782732018205484,272,534
693,0.0885513488529305,291,537
694,0.0954871892235107,293,540
695,0.0916208803345962,309,541
696,0.081710250649888,262,543
697,0.0848500152548225,275,542
698,0.0905942475520564,277,543
699,0.0878026980205105,259,544
700,0.0929356477588009,289,546
701,0.0836032890796214,257,529
702,0.097816817741969,290,548
703,0.0955542521455432,284,539
704,0.0758912442201928,265,539
705,0.0904701179128506,294,544
706,0.0955202080156751,286,536
707,0.0951372101595122,260,534
708,0.0892676955494138,280,542
709,0.1102052567703644,294,543
710,0.0828968133850653,269,540
711,0.0934686449142815,293,545
712,0.0778223949744787,274,543
713,0.0872082328106666,270,536
714,0.1012252910907826,288,542
715,0.0789326924412674,278,540
716,0.0857239238223612,276,546
717,0.0870713046737514,265,535
718,0.1052696882984633,300,549
719,0.0913801279234113,275,536
720,0.0897178831774983,287,537
721,0.0941577218681444,286,541
722,0.0768987421949028,284,545
723,0.0937973398727215,282,542
724,0.0887733666650082,261,544
725,0.0863977313299472,277,542
726,0.0902913849198585,266,539
727,0.0971850084911517,301,543
728,0.0913255199219058,285,542
729,0.0775182280300486,270,540
730,0.0964158277340166,276,542
731,0.0931744528806248,275,546
732,0.0976989741766639,274,535
733,0.0872439083879968,281,536
734,0.0925842020228822,279,535
735,0.0990301702428513,273,545
736,0.0968513346345416,273,532
737,0.0893533945357327,278,542
738,0.0891083334999374,280,545
739,0.0848383349997688,287,531
740,0.0873526461548207,279,545
741,0.1040823054452668,285,549
742,0.0870670887252654,290,547
743,0.1172634600278739,294,548
744,0.0872461215985396,263,546
745,0.0920235442917495,284,539
746,0.0993224937023961,292,534
747,0.0966249367793203,294,544
748,0.0904727219150705,291,532
749,0.0951858756110142,288,542
750,0.0832807195299294,272,534
751,0.0956911646022826,300,533
752,0.0858129076060741,266,532
753,0.079077622882545,282,546
754,0.0861038671223391,281,546
755,0.1029262783665772,291,534
756,0.10882532751615,278,546
757,0.0943823804167832,285,542
758,0.0872288152788905,263,530
759,0.0770188005140654,274,538
760,0.0952928140625236,285,544
761,0.1027847151184912,279,543
762,0.0877101823014739,282,545
763,0.0860704427350995,290,541
764,0.097950089521501,294,533
765,0.1060487407102832,311,545
766,0.0856639133862952,280,538
767,0.0998238027632264,287,547
768,0.0979568255115299,294,541
769,0.0674501073125199,284,541
770,0.0863272226401852,279,549
771,0.0934929259357931,279,547
772,0.0833200577266538,255,540
773,0.0927256014447812,286,532
774,0.0931750860500218,298,546
775,0.081999495309907,268,532
776,0.0840145878562403,275,545
777,0.0998156250481175,282,550
778,0.107371858873211,285,548
779,0.0968454687108273,301,542
780,0.0926443215342083,284,543
781,0.0931442529834277,284,542
782,0.0990558567833587,295,542
783,0.0847555491566357,275,551
784,0.0925536313564297,273,540
785,0.0989225016087656,307,541
786,0.0862101311623005,299,532
787,0.0818277107467078,261,540
788,0.0762924282147049,274,538
789,0.1070022463411546,298,538
790,0.0920910325763861,297,545
791,0.0948206762445808,282,537
792,0.0961008628677126,285,536
793,0.0782222424538589,280,535
794,0.0821384264679328,277,538
795,0.0889675359172857,290,540
796,0.087139501585426,273,544
797,0.0834535594177204,270,537
798,0.0837802271291559,272,535
799,0.0880999563818259,283,547
800,0.0852661693072231,275,546
801,0.0840842751390161,285,543
802,0.0889265838587897,290,543
803,0.1004560273040306,295,542
804,0.0798289202686367,276,536
805,0.0879215772901678,292,544
806,0.0956975099125728,269,536
807,0.111093354228844,286,546
808,0.0941958218474941,287,535
809,0.0945304544598886,269,536
810,0.1034978142032487,268,533
811,0.0794724489645995,267,542
812,0.0759547610498892,269,539
813,0.0987246120468917,279,531
814,0.1010921041994652,283,535
815,0.0913299857408403,299,537
816,0.0801929849670764,264,545
817,0.0819478720186343,280,544
818,0.0871259742783711,295,543
819,0.0887288861586424,278,531
820,0.0837450657590849,283,537
821,0.0929006854871202,289,549
822,0.0965767568020485,265,529
823,0.092437114351387,271,541
824,0.0994030662904545,282,532
825,0.0969156325037509,283,538
826,0.0855854249521504,286,542
827,0.0955061373972271,291,544
828,0.0966052682399703,261,539
829,0.0883984014425386,275,540
830,0.0870719407711966,278,548
831,0.1034433480444743,291,526
832,0.1012540820444945,295,539
833,0.0960828024785351,286,533
834,0.0830473861244015,275,541
835,0.0887887442060655,263,541
836,0.0946507153379098,279,545
837,0.072517749564405,272,544
838,0.0770856129506184,267,541
839,0.0844661385822786,287,536
840,0.0934892597153718,253,536
841,0.0973457526216831,304,551
842,0.0755653647793619,269,538
843,0.0893161550783533,259,545
844,0.1062429788350254,309,548
845,0.0657035572597651,261,535
846,0.0880679794677068,275,548
847,0.0950886355774096,292,541
848,0.0841607763533225,296,536
849,0.0912510244656364,277,544
850,0.0935749431226531,279,540
851,0.0918093860745414,269,549
852,0.0922081938168308,281,539
853,0.0879114924634132,274,533
854,0.0894174968801778,277,544
855,0.085231901243963,275,545
856,0.1016853521013951,293,544
857,0.0833192194056394,262,547
858,0.0989817455958828,293,526
859,0.0955760205549718,297,547
860,0.0772608974257363,275,531
861,0.0804380421420973,234,539
862,0.1080179763529408,294,545
863,0.0994673952892878,294,547
864,0.0913340212000566,278,542
865,0.0832361837729718,279,541
866,0.0923062259463947,267,540
867,0.0968339400962938,285,550
868,0.0765911030981434,259,537
869,0.084087671978595,269,540
870,0.0808299696184836,278,549
871,0.0850438988930002,295,551
872,0.0929084565253868,284,543
873,0.0787472772091961,272,547
874,0.095529277988625,284,545
875,0.0767927600183032,274,545
876,0.0862328749826834,277,540
877,0.0807662130669431,274,542
878,0.0900615442209381,304,545
879,0.0809070354203304,274,534
880,0.091835372473743,291,544
881,0.0797752553819089,255,542
882,0.0886974372487968,271,550
883,0.0856129929960999,277,547
884,0.09447490542549,271,534
885,0.0960345447084057,292,537
886,0.0933281381847364,272,530
887,0.096438147195294,254,541
888,0.0924303321293692,283,538
889,0.0838142709104184,276,542
890,0.0921574135881541,249,541
891,0.0986391275062966,264,545
892,0.0747086290142529,288,547
893,0.094249836505679,308,535
894,0.0860559550283629,264,534
895,0.0846121611296292,271,543
896,0.0913434782855328,279,539
897,0.0876692258556717,278,543
898,0.0969816701995108,271,541
899,0.0816134618105941,272,529
900,0.0993305727530766,307,546
901,0.0803938250884291,269,534
902,0.0958048972136302,279,545
903,0.0913056341305797,278,540
904,0.1005709453955582,289,538
905,0.0788994048954831,264,536
906,0.0925074322825902,284,544
907,0.0792983617865343,276,544
908,0.1143749593726715,276,533
909,0.1012692864818199,286,547
910,0.0820922063929043,278,544
911,0.0977113421560787,278,536
912,0.097578152587132,283,533
913,0.0810943711971824,285,538
914,0.0855194758727571,282,544
915,0.0798956248422038,286,541
916,0.0863598808694621,270,540
917,0.0964786393668135,277,542
918,0.0988182276289585,300,549
919,0.0776130320668192,269,541
920,0.0860318852113438,268,532
921,0.0749321188787465,285,535
922,0.0935232045140768,293,552
923,0.0858611129863797,275,543
924,0.0945117294535143,304,550
925,0.1124391967159799,305,550
926,0.0952457751753236,280,540
927,0.1050606050772225,299,544
928,0.0821604277565889,291,537
929,0.0925345126576185,272,538
930,0.0992842738098699,288,543
931,0.1058098279183945,276,537
932,0.0825325175257497,277,545
933,0.0769815765144305,269,541
934,0.0782358060529226,280,540
