,mean_exp,exp_both,exp_U
238,0.1954398005676086,382,536
239,0.1885901741422735,414,541
240,0.1865993222865922,402,539
241,0.1929984388578803,364,526
242,0.1953504765994254,388,538
243,0.1878065170445808,385,537
244,0.1854763615004825,376,530
245,0.1931419530276389,402,544
246,0.1876145231169717,397,546
247,0.1935655464152991,406,537
248,0.1833255856180284,379,530
249,0.205256736599832,399,541
250,0.2013215339147631,381,534
251,0.2055190890291049,378,534
252,0.1721093116034218,372,535
253,0.196864492394243,407,538
254,0.1918413660664321,397,539
255,0.1783579503897481,375,534
256,0.1907738091738186,396,537
257,0.1876267526397935,385,527
258,0.1722786689293665,392,531
259,0.1963810141820956,390,541
260,0.181612183271529,359,535
261,0.1812384772070792,399,535
262,0.1818913014778772,396,538
263,0.186788318874106,391,534
264,0.1987563668207934,387,533
265,0.1973127026510749,374,536
266,0.2138615745729791,414,544
267,0.1899661696027154,394,533
268,0.1819207249615986,374,531
269,0.2039229897918069,398,539
270,0.1951949617202609,391,531
271,0.173383284574483,383,532
272,0.183451350543971,377,526
273,0.1772517737053811,379,531
274,0.2025381960566665,395,543
275,0.2063483093442834,407,533
276,0.212309304226354,402,538
277,0.1864214708621265,385,528
278,0.1792552441595823,385,530
279,0.1701126942012887,372,536
280,0.1878830972163305,386,534
281,0.17420803054874,370,527
282,0.1884925180466737,387,532
283,0.1935387320622744,392,537
284,0.1883570931928157,381,540
285,0.1905016380684995,394,543
286,0.1954631112185668,384,534
287,0.194353962206841,385,523
288,0.1941594890221956,394,536
289,0.1930624159733651,371,538
290,0.1869300887738479,379,530
291,0.1825488632738811,379,539
292,0.1933625868463642,404,535
293,0.1945266961826707,377,533
294,0.1944273646582474,404,541
295,0.1866511420154668,383,532
296,0.1959691729143603,408,543
297,0.203663731066449,424,549
298,0.2056312107682575,384,529
299,0.2029570609595862,390,540
300,0.1849840456572701,388,524
301,0.2116617015883005,401,539
302,0.1820200248153064,359,538
303,0.1693085618104703,380,532
304,0.1913907384932842,386,537
305,0.1887130196898018,393,539
306,0.193002398382875,397,544
307,0.1975130690398791,387,540
308,0.1929854845410743,390,530
309,0.1832477444885643,377,529
310,0.1797177505051278,376,534
311,0.1981193157346717,394,533
312,0.1855050525676454,386,529
313,0.198098817240961,397,540
314,0.1860620818187923,392,536
315,0.1821801636778777,390,526
316,0.2046418870675697,383,541
317,0.1761147024185812,397,535
318,0.1800887799048393,392,530
319,0.1801257956050182,393,538
320,0.1989492159471552,397,539
321,0.1730185525992295,389,540
322,0.184735246206893,377,537
323,0.1767254361539874,375,531
324,0.196879276572119,385,534
325,0.1744192135993933,391,538
326,0.1769373294486111,379,537
327,0.1950130757597961,399,544
328,0.196697016583605,387,537
329,0.1962456256215809,374,522
330,0.1849342173805879,389,537
331,0.1906673415092216,398,535
332,0.182840005262678,374,534
333,0.1770262186298088,356,525
334,0.1900872279479489,400,541
335,0.1886473635906982,388,538
336,0.184981513180668,375,533
337,0.2046087711345869,398,542
338,0.1829886374716521,367,536
339,0.1832721412606676,402,533
340,0.16751093674991,376,528
341,0.1853497761596274,381,531
342,0.1534308967633902,367,526
343,0.2016335903386705,398,539
344,0.172732900974677,382,531
345,0.1928267966907749,383,528
346,0.189389654696429,387,536
347,0.1780492252726358,372,539
348,0.1635677703891852,371,535
349,0.2029112269075741,369,535
350,0.1985899542633037,371,528
351,0.1777459832525522,367,529
352,0.1965979453139268,377,536
353,0.2078277369977983,396,538
354,0.1855918465793976,404,534
355,0.1884510918053002,387,531
356,0.173619748777415,382,533
357,0.1931052628638923,404,538
358,0.1941994807877144,394,535
359,0.1743650069943889,365,535
360,0.193215919783136,396,536
361,0.1734448885813976,383,531
362,0.1858112531070054,385,533
363,0.1877008483650784,395,532
364,0.1833108805873025,380,527
365,0.1748446182689404,376,543
366,0.2004419019202915,419,537
367,0.1832530091848006,398,526
368,0.1679717936935688,384,532
369,0.1956626111376035,396,539
370,0.1898019685069366,388,545
371,0.2001557799912047,393,540
372,0.1797498509844847,377,524
373,0.1974161534799024,408,543
374,0.1906389577523613,387,536
375,0.1881718113133826,383,547
376,0.1854518775499821,386,538
377,0.185333628289788,372,531
378,0.1880829728136916,395,545
379,0.1960093466240379,398,535
380,0.1807347244538345,392,529
381,0.171748380916065,392,538
382,0.1944388713582299,395,540
383,0.1865567291442202,380,529
384,0.1955816267911586,388,535
385,0.202249527552988,404,536
386,0.1838134703454488,386,530
387,0.1874046432179592,397,534
388,0.1855086880907623,397,528
389,0.2012199257921997,394,539
390,0.1988220721024867,390,535
391,0.1970940835931226,399,539
392,0.181865944654985,381,535
393,0.1835963515527921,379,534
394,0.2183806066783581,412,542
395,0.2055349012020165,390,542
396,0.1889284011854042,384,535
397,0.1798854837166724,377,536
398,0.1973556205431813,393,532
399,0.1824270316566377,384,538
400,0.1960688229526499,383,535
401,0.1884643931291268,387,531
402,0.1996413556357498,401,544
403,0.1840935673556235,389,534
404,0.1726831788105181,379,524
405,0.1850474553670271,380,529
406,0.1837730135900569,366,532
407,0.1992478371308266,385,528
408,0.1851986847413001,390,532
409,0.187334918180777,391,537
410,0.1984574677820816,385,534
411,0.1868255520900172,373,532
412,0.1738460205460054,368,525
413,0.1881319209975977,372,531
414,0.1953379217687204,397,537
415,0.1947766430304004,391,530
416,0.1667562744804709,384,533
417,0.177206562962559,402,546
418,0.1822267058452461,386,536
419,0.1927416339663411,382,541
420,0.1915481520159098,403,534
421,0.1880833611663252,377,537
422,0.1806601252871564,382,542
423,0.1916126568389731,392,539
424,0.2045109543209522,380,531
425,0.21025900690898,411,538
426,0.1969420409152642,394,544
427,0.1770878825943205,384,529
428,0.1914351413780165,389,541
429,0.1861160474851655,368,532
430,0.1896497430782883,385,543
431,0.1690139413891125,378,531
432,0.1907959419863577,374,529
433,0.1906605772292808,391,537
434,0.1916385979075505,388,531
435,0.1890335896313537,393,530
436,0.1845665711008997,373,538
437,0.1972620636641456,396,532
438,0.1987677072837325,406,540
439,0.2058904707491244,398,545
440,0.1832634205376021,368,535
441,0.1838929674037391,385,534
442,0.1906766274146329,376,534
443,0.1891212678540958,378,538
444,0.1942197311215726,390,533
445,0.1838312352428662,383,536
446,0.1841525128050326,402,543
447,0.1798451340332655,385,526
448,0.2074900682730488,400,537
449,0.1814928074924565,383,528
450,0.180690791212898,385,521
451,0.1843614437499194,377,537
452,0.1847697573385231,408,529
453,0.180989221579546,367,533
454,0.192926354436924,390,537
455,0.1987512512522645,391,536
456,0.1673750907293745,365,528
457,0.1912296834771886,372,529
458,0.1922296104003975,394,531
459,0.1661751403948042,361,537
460,0.1824261899812136,391,535
461,0.1855622734196741,381,539
462,0.1912009185930407,376,536
463,0.1900875704325641,375,537
464,0.1954901265640259,397,528
465,0.189909046479055,390,537
466,0.2049629972291596,405,546
467,0.1914260780691768,398,534
468,0.1824533660203152,383,537
469,0.1801523886159812,390,535
470,0.1687513810556308,367,537
471,0.1928906907116807,405,540
472,0.1947930526552254,380,537
473,0.1768434884984956,401,535
474,0.1763326220617741,372,530
475,0.1868115829488892,394,539
476,0.1774734610664435,373,539
477,0.1957287900963009,390,541
478,0.178351968000167,382,538
479,0.1982495511926572,383,527
480,0.1808554801263072,377,524
481,0.1961641095159272,386,530
482,0.1920883931711018,411,533
483,0.1907501032290582,378,534
484,0.1964465493779641,395,537
485,0.1828497399480535,387,528
486,0.1969369819559048,403,543
487,0.192734400255214,396,531
488,0.1724677957528658,368,524
489,0.1937058497580354,390,537
490,0.1911633901455592,374,530
491,0.1873629384475083,364,533
492,0.1812484515080334,364,530
493,0.1832575396402579,380,540
494,0.1994727441345487,396,537
495,0.1962003556181275,390,536
496,0.1899994491557288,390,538
497,0.1715309501883027,386,534
498,0.1844614131095777,380,533
499,0.1846235985687191,380,544
500,0.1836195629115805,371,530
501,0.1897039931455538,387,533
502,0.1616248952680584,383,538
503,0.1995530299413788,398,538
504,0.1913291209874952,371,530
505,0.1780594771301212,368,534
506,0.1682642807543468,390,529
507,0.176491519962121,381,530
508,0.1863298017296831,383,533
509,0.1904854957074944,388,537
510,0.1972704859843013,395,531
511,0.1981246682412276,390,540
512,0.2085808875974725,411,544
513,0.1907287680814708,389,529
514,0.1901696531761752,391,528
515,0.2000958728376979,408,540
516,0.1876650805534099,381,533
517,0.2000039629231373,399,540
518,0.1769114658707031,383,527
519,0.1874708160043723,367,531
520,0.1823342105383419,391,544
521,0.1930411926504081,386,530
522,0.1802916947211195,390,541
523,0.1800133340197116,388,535
524,0.1893174221178054,389,537
525,0.199670244833191,389,538
526,0.1942151879703413,388,540
527,0.1996517619703756,384,530
528,0.1658588692687518,375,532
529,0.1957874984429971,389,536
530,0.182574681600314,393,542
531,0.1819600421782035,376,531
532,0.1752654024354387,371,532
533,0.187541760982252,384,534
534,0.1912868064798275,381,538
535,0.1756982437672976,377,537
536,0.1883056613758723,390,541
537,0.211149515749309,404,532
538,0.2047577573700089,394,542
539,0.1948459767189155,374,532
540,0.1935583858150389,400,537
541,0.1785505298856505,368,537
542,0.1968248032689133,404,541
543,0.1989286221090046,389,532
544,0.2058374346129956,382,531
545,0.1689522029670619,382,537
546,0.1897360960584414,389,534
547,0.1819782632798686,385,543
548,0.1781382396496327,379,535
549,0.1892113387123428,379,536
550,0.1807836081362775,384,538
551,0.1928547336160912,391,539
552,0.190508568694487,383,544
553,0.193737534714591,380,533
554,0.1875293775728234,391,540
555,0.1840011489422976,362,532
556,0.1978645632473228,399,536
557,0.1989852251494383,387,543
558,0.2033792450572199,392,534
559,0.1775871368383796,369,541
560,0.1794387683851332,376,537
561,0.1974040553016552,378,533
562,0.1942749525376085,392,539
563,0.1795163679676349,377,535
564,0.2069532431253139,408,534
565,0.1915911476251341,398,525
566,0.1839264140395995,382,541
567,0.1825523249518916,363,534
568,0.2038419760642432,408,543
569,0.1977500651866489,393,544
570,0.1881514360114836,379,531
571,0.1964268383113867,388,541
572,0.1925527374355837,390,525
573,0.1864681940277331,380,541
574,0.1931024979868659,387,544
575,0.1898688702283048,386,532
576,0.1726001636230104,378,533
577,0.1943146036564683,397,550
578,0.1845679958154676,395,535
579,0.1900713610047158,379,540
580,0.1820916495719525,376,534
581,0.1992878886867625,397,528
582,0.1858872559643465,377,532
583,0.177341732321267,384,536
584,0.2030090936209591,396,536
585,0.1960553974304829,412,540
586,0.1889229266521772,388,532
587,0.2001338946577652,397,542
588,0.1910204738083638,378,540
589,0.1800600553333713,373,542
590,0.1875911137528986,397,536
591,0.1939954056361469,385,528
592,0.1830432152248454,399,537
593,0.2058285601956115,391,530
594,0.2041602823076134,402,540
595,0.179713741252982,370,539
596,0.1803086758314775,383,538
597,0.1947261396654241,377,534
598,0.1941831436223258,397,534
599,0.2130252431714058,404,537
600,0.1897368069561507,385,533
601,0.1862020899984699,385,535
602,0.183409912598721,387,532
603,0.1909345483891925,381,533
604,0.1885763890534227,381,543
605,0.1951270646031328,384,538
606,0.1787412655052767,385,532
607,0.1809886648706306,385,538
608,0.2011623067926961,383,526
609,0.1835070977714021,367,533
610,0.1885629471610168,390,532
611,0.1771517816186491,379,533
612,0.1867639694764901,387,533
613,0.2004393899093791,393,534
614,0.202043606928852,389,529
615,0.1784331480034489,364,529
616,0.1898972379054986,396,540
617,0.1968871751833794,388,531
618,0.1887102354125018,384,545
619,0.1814852189441029,386,534
620,0.2097125359941579,400,538
621,0.1889581151020503,382,532
622,0.1952156776141161,397,539
623,0.197477794005108,397,541
624,0.1795377176298916,382,533
625,0.179524307737177,382,531
626,0.1655944036628145,366,527
627,0.1933426117200262,390,535
628,0.1843152882730644,373,527
629,0.1908805888959966,382,542
630,0.1828977151839503,384,543
631,0.1863932707300066,387,534
632,0.2031570987593128,401,536
633,0.1979669840584971,394,539
634,0.1872863629115987,396,547
635,0.1854268555590315,382,538
636,0.182460675315842,389,536
637,0.2051031758070705,392,538
638,0.194632979588542,392,535
639,0.1946901620338861,387,538
640,0.2113911009627649,412,547
641,0.184160842528457,372,534
642,0.1888688791478912,388,544
643,0.1749748262375188,388,534
644,0.2014934482729374,388,540
645,0.1887641327513297,386,531
646,0.1868024589981545,378,544
647,0.1782061372059413,389,538
648,0.193169227591376,387,534
649,0.1999405368606456,401,543
650,0.1974647342889499,390,532
651,0.1913400700724334,385,534
652,0.1927259024227967,389,535
653,0.2042020388898517,421,544
654,0.1984024569532844,397,533
655,0.1981776922592601,382,532
656,0.1893807572725385,386,536
657,0.1876067327311994,395,539
658,0.1961526282718721,392,538
659,0.1959016426087232,400,537
660,0.1729853091950124,374,534
661,0.205919439538888,398,541
662,0.1804074883973269,396,525
663,0.183738266719846,368,520
664,0.181610258421882,386,525
665,0.1876204262300049,376,539
666,0.1820941550395807,360,533
667,0.1834285666627255,374,530
668,0.185211374570483,391,539
669,0.2117333283090793,408,547
670,0.20898639019611,402,530
671,0.2095402213479439,399,534
672,0.1885786719162057,390,541
673,0.1921637231924287,384,533
674,0.1969714233062106,391,536
675,0.1846681353070092,390,536
676,0.1935164723281767,384,523
677,0.1762748095423967,371,527
678,0.1782615672103944,396,540
679,0.2014733568322161,374,528
680,0.1642877539926924,371,531
681,0.1765257022222674,392,537
682,0.1739452761374858,373,530
683,0.1883838371377569,375,530
684,0.1800322974781808,391,542
685,0.1983654439408136,390,529
686,0.1890855285194256,386,533
687,0.2051550075314887,393,523
688,0.1863793129346834,361,534
689,0.1854015957273826,350,538
690,0.1786447901164572,370,537
691,0.1808506088569249,376,531
692,0.1882586264696686,385,533
693,0.1688235543615986,379,538
694,0.1930050367562439,405,535
695,0.2038448707234043,406,536
696,0.2114368427581092,397,535
697,0.1869312544067433,378,533
698,0.2020285485782645,396,536
699,0.1907231868348534,383,525
700,0.174979837647877,373,526
701,0.1940055600046108,400,537
702,0.1976557959506612,390,535
703,0.1799927536248918,387,530
704,0.1835792796463042,381,539
705,0.1882554789693394,389,542
706,0.1890318518030108,391,539
707,0.1924786038682201,388,535
708,0.1943560932430467,387,538
709,0.1961292399669531,411,535
710,0.1846105992717381,384,535
711,0.1897040802258313,395,540
712,0.1749995013518477,378,529
713,0.1930965625350965,392,533
714,0.1890421283734107,369,530
715,0.1746034223337828,375,530
716,0.1848092698924306,408,541
717,0.1927223330566261,385,533
718,0.171165005422484,368,536
719,0.1943035452968746,396,536
720,0.1868257842976893,388,538
721,0.1909609852901823,403,534
722,0.1835945637984918,390,532
723,0.1875312024403077,384,533
724,0.1921172128124997,391,536
725,0.1938548675191307,374,528
726,0.1968125600147627,400,544
727,0.183683512369177,386,536
728,0.202348126011853,400,544
729,0.1965556936430015,392,533
730,0.1720298157280118,370,534
731,0.1797303365744239,387,544
732,0.2023778906858153,394,534
733,0.1828960825193361,385,539
734,0.1936211768088922,388,533
735,0.1912733572575665,382,529
736,0.2013982065275259,378,534
737,0.1969520756020943,395,537
738,0.2044587462742348,377,523
739,0.1867216235150894,378,534
740,0.2062418474251358,407,547
741,0.1785030548703234,371,531
742,0.2033709380814392,380,533
743,0.1819417815970514,391,542
744,0.1929962734624864,375,536
745,0.1821513120729447,394,539
746,0.1920793935542395,391,537
747,0.175662260111458,387,532
748,0.1970234037439413,403,530
749,0.2024817329252607,409,536
750,0.1797333885800933,389,546
751,0.2149638574817986,411,535
752,0.1924295047671585,407,541
753,0.1800067050769973,391,537
754,0.1931431083165196,396,535
755,0.1781472104809141,385,533
756,0.1786316585437251,370,531
757,0.1725655461649921,375,538
758,0.201275048316613,395,541
759,0.1928413425885447,390,538
760,0.1872360908688857,391,544
761,0.200323863874101,382,541
762,0.1901817845749376,379,532
763,0.1924516820417633,390,534
764,0.1897138760107934,380,534
765,0.1897719241997675,391,533
766,0.1700463499970015,386,530
767,0.1942681734233331,412,537
768,0.1798935477338072,392,529
769,0.1963524821407561,397,547
770,0.1945555047778302,392,526
771,0.1998915959307252,405,539
772,0.1726800179784109,368,536
773,0.1888428703233931,376,524
774,0.1813138853272183,387,532
775,0.1925904008222174,396,529
776,0.1897659005947349,381,525
777,0.2010262309113686,398,534
778,0.2012019615050356,390,531
779,0.1890791835342088,374,534
780,0.1997777693566587,386,533
781,0.1934604488466799,407,544
782,0.1754135713671251,370,526
783,0.201275060236151,404,536
784,0.1921109336364276,386,523
785,0.1813638789148925,369,528
786,0.1906585114676639,379,539
787,0.1806232848235239,389,543
788,0.1939537884142625,391,537
789,0.173971864026487,376,534
790,0.1911018435500074,391,537
791,0.1966384003128466,393,543
792,0.2159906311331462,403,540
793,0.2130931398846364,414,540
794,0.1833642002255952,371,531
795,0.194061069131871,391,535
796,0.1887093630247889,371,534
797,0.2024098046623803,386,537
798,0.1769783579530282,384,536
799,0.1782811079867704,372,532
800,0.1991732958094899,381,532
801,0.1807456884896726,393,538
802,0.2025602414736515,388,540
803,0.2005798555493094,410,535
804,0.1968836536822916,405,532
805,0.1898941477083197,379,535
806,0.1956481169113925,405,541
807,0.1982054228422687,387,540
808,0.1755946217181817,370,529
809,0.1742910160096343,387,542
810,0.1923831177550991,389,533
811,0.199052959711448,405,544
812,0.1933255849442695,379,538
813,0.2046733886143962,400,536
814,0.1936624375433936,396,533
815,0.1807006862905069,381,528
816,0.2002102733090678,404,530
817,0.1753817420635495,375,525
818,0.1852139979574865,392,530
819,0.1897230466306539,387,526
820,0.1939760539990039,392,541
821,0.1731433866693512,393,533
822,0.1870347789063005,392,546
823,0.1703656223928881,374,537
824,0.1805174293409002,384,540
825,0.1896187988719645,398,541
826,0.1837679669017237,378,528
827,0.1850968654812843,380,532
828,0.1962751620890557,390,539
829,0.1973240065294766,384,535
830,0.1989541972582054,404,543
831,0.1781646257996298,378,540
832,0.2100642327478064,387,540
833,0.1904647089052547,393,538
834,0.1837576508633291,374,534
835,0.1816763249760311,381,528
836,0.1962856939682946,383,537
837,0.1914529411061697,379,531
838,0.1933192739298087,403,546
839,0.1838142951866379,397,542
840,0.182879375563752,372,530
841,0.1945609129048189,376,537
842,0.1967209917000752,402,534
843,0.1939616671467743,384,521
844,0.1848615039768502,378,541
845,0.1979822262520148,398,540
846,0.1783041416609088,385,537
847,0.192132114071831,392,537
848,0.177153865799211,388,539
849,0.2063300388562701,383,538
850,0.1769823591931186,383,540
851,0.1803940429902701,391,543
852,0.1881091605889917,377,533
853,0.1796591510664377,384,538
854,0.195705431348313,396,533
855,0.1958651939994419,386,542
856,0.1840199591572052,381,533
857,0.1976607356898131,399,539
858,0.1788655600841482,377,541
859,0.176249079868385,379,530
860,0.1779284618946897,372,536
861,0.1699673167893169,394,538
862,0.1759376441342982,382,532
863,0.1815004358268767,383,533
864,0.1869249334152237,400,534
865,0.2024571682828016,389,530
866,0.2078307564007903,407,542
867,0.1934850275531994,404,536
868,0.1830289123480026,379,532
869,0.1958452058061799,370,531
870,0.1816163771953748,367,523
871,0.1763595226337238,391,534
872,0.1947854824644074,385,537
873,0.1967721286548331,395,538
874,0.203506090190257,402,529
875,0.1885805518881977,381,523
876,0.1841261096218747,407,537
877,0.2045288051385208,395,543
878,0.1980035940244729,392,532
879,0.1958471761726431,384,532
880,0.1815483462251902,362,520
881,0.2037132522078335,406,541
882,0.184005729021376,382,532
883,0.1692899886323736,380,535
884,0.1911748289690959,384,532
885,0.1845096698773409,377,540
886,0.1952892274094245,395,539
887,0.1972628974249957,376,534
888,0.1929885005170155,389,529
889,0.1744699514735063,374,530
890,0.1876531888616434,369,531
891,0.1905598777016674,404,543
892,0.19622601699724,402,537
893,0.1981853551832272,396,541
894,0.1872343287615657,397,540
895,0.1904629726594436,392,531
896,0.1797006607618717,386,547
897,0.1920172889949054,399,540
898,0.1740233118307011,367,521
899,0.1915331922341156,374,532
900,0.1836580669824186,390,538
901,0.1874482812944657,383,541
902,0.1794538024414711,384,534
903,0.1659289473568143,386,539
904,0.1886057756161259,398,544
905,0.1997787957476249,387,531
906,0.1924830940367494,380,527
907,0.1836499426245155,369,533
908,0.1956366142239902,391,532
909,0.1866471847835648,391,536
910,0.1827549385070406,375,540
911,0.2025147905505928,386,536
912,0.181683322991121,387,538
913,0.182098504031297,380,534
914,0.181844127347857,392,537
915,0.1964951549186865,392,534
916,0.1902822651145911,412,539
917,0.1733777996595319,371,518
918,0.1818299173940453,382,530
919,0.1922455609826306,384,533
920,0.2029934931721403,389,525
921,0.179280759931931,375,529
922,0.1908822771303983,412,539
923,0.2199536352530485,424,540
924,0.1688621088134346,382,527
925,0.1935676394944225,402,547
926,0.1801217235306091,363,522
927,0.1890376366274709,381,531
928,0.1916928087804485,389,535
929,0.1945737424690181,411,531
930,0.176639262829326,381,540
931,0.167758730709821,375,528
932,0.1835749345488754,378,532
933,0.1820539742514461,395,539
934,0.198632044037929,379,537
935,0.2068365847247972,393,541
936,0.193114570887021,400,534
