,Host_gene,Nested_gene,exp_both,exp_U,ratio_coexp,exp_host,exp_nested
467,gcy-13,fipr-2,0,10,0.0,7,3
468,gcy-33,C52E4.12,0,46,0.0,46,0
469,gly-4,Y116F11B.13,1,234,0.004273504273504274,234,1
470,max-1,acly-2,75,287,0.2613240418118467,267,95
471,mec-9,fipr-10,4,37,0.10810810810810811,36,5
472,pkc-1,F10C2.3,23,220,0.10454545454545454,216,27
473,ketn-1,F54E2.2,47,193,0.24352331606217617,149,91
474,str-81,fbxb-1,4,45,0.08888888888888889,37,12
475,str-81,fbxb-116,5,57,0.08771929824561403,37,25
476,str-81,sqst-3,0,37,0.0,37,0
477,ttn-1,exp-2,32,197,0.16243654822335024,162,67
478,mrck-1,K08B12.1,44,351,0.12535612535612536,344,51
479,vps-54,del-6,29,249,0.11646586345381527,241,37
480,lgc-31,F21A3.3,7,81,0.08641975308641975,45,43
481,F21H7.3,clec-233,47,147,0.3197278911564626,142,52
482,uig-1,F32F2.4,0,288,0.0,288,0
483,F53E4.1,F53E4.2,2,121,0.01652892561983471,121,2
484,F53F4.2,F53F4.17,0,9,0.0,8,1
485,yif-1,str-118,0,294,0.0,294,0
486,ric-7,droe-4,5,205,0.024390243902439025,204,6
487,aman-2,F58H1.2,60,294,0.20408163265306123,273,81
488,nphp-4,pho-8,7,138,0.050724637681159424,134,11
489,nphp-4,idpb-5,0,134,0.0,134,0
490,nphp-4,R13H4.2,19,166,0.1144578313253012,134,51
491,nspg-1,T07F10.5,0,35,0.0,0,35
492,T16G1.9,T16G1.13,0,251,0.0,251,0
493,ipla-3,Y44A6C.2,53,251,0.21115537848605578,227,77
494,fbxa-209,Y36E3A.2,7,17,0.4117647058823529,10,14
495,fars-2,Y116F11B.14,0,137,0.0,137,0
496,Y116F11B.9,Y116F11B.8,0,8,0.0,7,1
497,cest-2.3,ceh-74,0,185,0.0,0,185
498,cest-2.3,ZC376.8,0,8,0.0,0,8
499,B0554.7,B0554.1,2,18,0.1111111111111111,11,9
500,mct-2,C01B4.8,0,0,0,0,0
501,C03A7.13,C03A7.2,1,15,0.06666666666666667,7,9
502,C18C4.7,glb-5,1,25,0.04,6,20
503,H10D18.5,H10D18.1,31,172,0.18023255813953487,59,144
504,acl-14,K07B1.4,54,311,0.17363344051446947,308,57
505,Y45G5AM.9,nhr-114,61,244,0.25,236,69
506,Y73C8B.2,Y73C8B.9,8,191,0.041884816753926704,191,8
507,Y75B7AL.2,glb-33,9,54,0.16666666666666666,19,44
508,F43D2.6,F43D2.3,1,34,0.029411764705882353,30,5
509,W03F9.11,W03F9.9,2,25,0.08,18,9
510,folt-3,clec-213,0,7,0.0,7,0
511,him-4,F15G9.5,45,162,0.2777777777777778,89,118
512,jkk-1,F35C8.8,0,252,0.0,252,0
513,prx-1,C11H1.9,31,142,0.21830985915492956,49,124
514,tmbi-4,B0563.7,12,345,0.034782608695652174,342,15
515,F11C1.4,F11C1.9,1,13,0.07692307692307693,3,11
516,psa-3,pqn-36,12,83,0.14457831325301204,56,39
517,lge-1,K09C8.9,8,44,0.18181818181818182,23,29
518,ucr-2.2,col-41,0,255,0.0,255,0
519,T14G8.3,T14G8.4,3,346,0.008670520231213872,346,3
520,T14G8.3,T14G8.6,0,346,0.0,346,0
521,sulp-7,W04G3.7,5,26,0.19230769230769232,25,6
522,W07E11.1,flp-2,11,194,0.05670103092783505,189,16
523,W07E11.1,flp-3,5,189,0.026455026455026454,189,5
524,W07E11.1,flp-28,16,200,0.08,189,27
525,C15H9.4,C15H9.11,45,192,0.234375,177,60
526,pcyt-1,F08C6.18,0,190,0.0,190,0
527,endu-2,kqt-2,13,30,0.43333333333333335,19,24
528,T01B6.1,nlp-2,3,95,0.031578947368421054,78,20
529,T01B6.1,nlp-22,0,79,0.0,78,1
530,T01B6.1,nlp-23,0,78,0.0,78,0
531,T01B6.1,nlp-45,4,98,0.04081632653061224,78,24
532,svh-2,aaim-1,0,168,0.0,168,0
533,ZK470.2,ZK470.4,0,311,0.0,311,0
534,F11C1.10,F11C1.9,0,12,0.0,1,11
535,dhs-30,T25G12.3,18,139,0.12949640287769784,122,35
536,irk-2,M02A10.1,3,29,0.10344827586206896,27,5
537,plc-1,F31B12.4,14,110,0.12727272727272726,89,35
538,sel-7,K04G11.1,0,81,0.0,81,0
539,C44H4.4,let-4,102,292,0.3493150684931507,233,161
540,C44H4.4,sym-1,83,290,0.28620689655172415,233,140
541,C44H4.4,lron-1,52,242,0.21487603305785125,233,61
542,F13D2.1,gnrr-6,2,65,0.03076923076923077,54,13
543,F13D2.1,gnrr-7,0,60,0.0,54,6
544,F15G9.2,F15G9.6,1,8,0.125,2,7
545,nhr-27,abf-5,0,2,0.0,0,2
546,nhr-27,abf-6,0,8,0.0,0,8
547,nhr-27,pgp-12,0,1,0.0,0,1
548,nhr-27,pgp-13,0,1,0.0,0,1
549,nhr-27,rgs-2,0,100,0.0,0,100
550,nhr-27,str-123,0,0,0,0,0
551,nhr-27,str-124,0,4,0.0,0,4
552,nhr-27,cept-1,0,18,0.0,0,18
553,nhr-27,alh-13,0,89,0.0,0,89
554,myrf-2,arrd-28,9,387,0.023255813953488372,387,9
555,F53H4.6,F53H4.2,0,1,0.0,0,1
556,glo-1,R07B1.9,11,64,0.171875,19,56
557,cut-5,idpa-3,0,46,0.0,46,0
558,T10B10.8,T10B10.9,0,32,0.0,32,0
559,C36B7.4,Y1B5A.1,0,2,0.0,2,0
560,igcm-2,igdb-3,20,128,0.15625,120,28
561,T24C12.3,T24C12.1,0,74,0.0,74,0
562,rga-8,hst-6,0,264,0.0,0,264
563,ZC8.6,lfi-1,111,314,0.3535031847133758,189,236
564,ZK154.4,ZK154.1,60,368,0.16304347826086957,359,69
565,ZK1193.2,col-19,0,18,0.0,16,2
566,F52B10.3,B0410.1,0,357,0.0,357,0
